titular_id,sentimiento,tickers_afectados,impacto_estimado,explicacion,analizado_en,relevancia
1307,0.65,"MU,005930.KS,MSFT,META",alto,"Panorama amplio de recuperación en memoria, cloud y Meta integra visión positiva de demanda semiconductor multisector.",2026-07-30T22:18:37.387996+00:00,0.85
1308,0.85,MU,alto,"Micron sube por advertencia de Samsung de escasez DRAM hasta 2028, bullish para precios.",2026-07-30T22:18:47.527242+00:00,0.95
1309,0.6,MU,medio,Validación positiva no especificada sugiere mejora en perspectivas de demanda de memoria de Micron.,2026-07-30T22:19:01.772243+00:00,0.8
1310,0.65,MSFT,medio,Compromiso de Microsoft en CapEx de $190B impulsa demanda de semiconductores y respalda proveedores como NVIDIA y TSMC.,2026-07-30T22:19:01.772290+00:00,0.75
1311,0.75,MU,medio,Recomendación de compra directa para Micron con perspectiva de alzas significativas genera sentimiento positivo para el fabricante de memoria.,2026-07-30T22:19:14.190843+00:00,0.7
1312,0.15,005930.KS,medio,Samsung muestra ganancia de chips de 250x pero el reverso del precio sugiere preocupaciones sobre valuación o perspectivas futuras.,2026-07-30T22:19:01.772163+00:00,0.85
1313,0.65,MSFT,medio,El rally de Microsoft impulsa optimismo en el sector tech pero es principalmente efecto de demanda de semiconductores indirecto.,2026-07-30T22:19:27.812425+00:00,0.3
1314,0.45,005930.KS,bajo,El aumento en pedidos de plegables de Samsung es positivo para marca pero tiene impacto limitado en negocio de semiconductores.,2026-07-30T22:19:27.812690+00:00,0.2
1315,0.75,MU,alto,"Rally generalizado en acciones de memoria (Micron, SK Hynix) indica recuperación sectorial fuerte en chips de almacenamiento.",2026-07-30T22:19:53.637333+00:00,0.85
1316,-0.55,QCOM,medio,"Qualcomm rezagado mientras rebota sector de chips, sugiriendo problemas idiosincráticos en su demanda o márgenes.",2026-07-30T22:19:53.637393+00:00,0.88
1317,0.65,"ASML,INTC,TSMC,2330.TW",alto,"Máquinas EUV de ASML son críticas para fabricación de chips avanzados, potenciando TSMC e impactando competencia de Intel.",2026-07-30T22:20:07.102515+00:00,0.95
1318,0.65,000660.KS,medio,Optimismo de UBS sobre memoria avanzada de SK Hynix refleja fortaleza en demanda de chips DRAM/HBM para servidores IA.,2026-07-30T22:19:41.253477+00:00,0.8
1319,0.6,"MU,000660.KS",alto,"Rally de 531% en stock de memoria sugiere recuperación fuerte del ciclo de semiconductores de memoria, beneficiando a Micron.",2026-07-30T22:20:07.102860+00:00,0.8
1320,0.75,,alto,Análisis de experto proyectando escasez de oferta de semiconductores hasta 2028 es bullish para toda la industria de memoria y lógica.,2026-07-30T22:20:07.102921+00:00,0.9
1321,0.3,000660.KS,bajo,Reporte de llamadas de analistas que incluye a SK hynix sin contexto de recomendación específica.,2026-07-30T22:20:19.677903+00:00,0.4
1323,0.9,005930.KS,alto,Aumento espectacular en ganancia de chips de Samsung demuestra demanda insaciable de memoria para IA y data centers.,2026-07-30T22:20:19.678297+00:00,0.95
1324,-0.3,005930.KS,medio,"A pesar de ganancias récord de Samsung, el mercado vende por preocupaciones de valuación o rentabilidad futura.",2026-07-30T22:20:19.678394+00:00,0.8
1325,0.8,"TSM,2330.TW,MSFT",alto,"Salto de TSMC refuerza su papel crítico como proveedor de chips IA personalizados para Microsoft, fortaleciendo cadena de suministro.",2026-07-30T22:19:01.772267+00:00,0.95
1326,0.4,ASML,medio,Comparación ASML vs TSMC para inversión en IA es relevante para equipamiento semiconductor pero ASML juega rol de proveedor crítico.,2026-07-30T22:19:27.812681+00:00,0.75
1327,0.85,"AMD,INTC,TSM,2330.TW",alto,"Rally simultáneo de principales fabricantes de chips refleja recuperación del sector impulsada por demanda de chips IA, beneficiando fabricantes y proveedores clave.",2026-07-30T22:19:41.253026+00:00,0.98
1328,0.7,"TSM,INTC",alto,TSMC adopta innovación de empaque de Intel demostrando dinámica competitiva y convergencia tecnológica en manufactura avanzada de semiconductores.,2026-07-30T22:19:41.253529+00:00,0.93
1329,0.65,"TSM,INTC",alto,"TSMC desarrolla tecnología competitiva para contrarrestar amenaza de Intel en IA, beneficiando a TSMC mientras presiona a INTC.",2026-07-30T22:19:53.637257+00:00,0.88
1330,0.5,"TSM,INTC",alto,TSMC gana terreno competitivo en mercado de Intel; beneficia a TSMC pero presiona valuaciones de INTC.,2026-07-30T22:19:53.637430+00:00,0.9
1331,0.7,UMC,medio,Expansión en IA de United Microelectronics muestra posicionamiento positivo en segmento de crecimiento clave del sector.,2026-07-30T22:19:14.192366+00:00,0.75
1332,0.7,UMC,medio,Resultados positivos de UMC en Q2 demuestran fortaleza de fabricante de chips de menor nodo en segmento de especialidades y tecnologías maduras.,2026-07-30T22:19:41.253134+00:00,0.85
1333,0.3,UMC,medio,"UMC reporta fuerte crecimiento de ingresos en Q2 2026, positivo para fundry especializados.",2026-07-30T22:21:23.637277+00:00,0.8
1334,0.5,UMC,alto,Resultados Q2 2026 de UMC reflejan desempeño operativo clave de foundry taiwanés en ciclo de semiconductor.,2026-07-30T22:21:35.531218+00:00,0.85
1335,0.5,UMC,medio,Call de ganancias de UMC proporciona guidance estratégica sobre demanda y capacidad de producción en semiconductores.,2026-07-30T22:21:49.609501+00:00,0.75
1337,0.8,UMC,alto,Anuncio de nueva fab en Tainan y expansión en Singapur para demanda de IA es noticia estratégica clave sobre inversión en capacidad productiva.,2026-07-30T22:21:49.610331+00:00,0.9
1338,0.65,ASML,medio,"ASML se recupera al disminuir amenaza de China inmediata, reduciendo riesgo regulatorio para proveedor crítico de equipos de semiconductores.",2026-07-30T22:19:01.772569+00:00,0.85
1339,-0.5,AMD,medio,"Caída accionaria por avances tecnológicos chinos sugiere presión competitiva en litografía, aunque la valorización es el riesgo principal.",2026-07-30T22:19:27.812619+00:00,0.75
1340,-0.2,ASML,bajo,"ASML está justamente valuada tras corrección, sin catalizadores inmediatos positivos o negativos.",2026-07-30T22:21:23.637102+00:00,0.7
1341,0.4,MSFT,medio,"Perspectiva sobre decisión de earnings de Microsoft afecta indirectamente demanda de semiconductores para infraestructura AI, impacto secundario en sector.",2026-07-30T22:21:35.530500+00:00,0.6
1342,0.7,"005930.KS,MU",alto,Análisis sobre ventaja tecnológica de Samsung en memoria sobre competidores chinos refuerza posición competitiva del líder surcoreano.,2026-07-30T22:21:49.609748+00:00,0.85
1343,-0.4,ASML,medio,Cuestionamiento sobre valuación de ASML respecto a demanda de IA sugiere preocupación por precios y márgenes futuros en cadena de suministro.,2026-07-30T22:21:49.610040+00:00,0.8
1344,-0.5,ASML,medio,Amenaza competitiva china sobre ASML genera preocupación sobre su posición monopólica en litografía EUV crítica para semiconductores.,2026-07-30T22:21:49.610345+00:00,0.8
1345,-0.4,"ASML,MU",medio,Análisis sobre impacto diferenciado de empuje DUV chino en ASML y Micron refleja riesgos competitivos en cadena de suministro de semiconductores.,2026-07-30T22:21:49.610371+00:00,0.85
1346,-0.55,ASML,medio,Cuestionamiento sobre capacidad china para reemplazar tecnología de ASML genera incertidumbre respecto a dominio tecnológico y demanda futura.,2026-07-30T22:22:03.344593+00:00,0.85
1347,-0.5,"INTC,AMD,NVDA",medio,Caída simultánea de acciones de semiconductores con precios de petróleo sugiere corrección de mercado más amplia con causas macroeconómicas.,2026-07-30T22:22:03.344821+00:00,0.6
1348,-0.8,"NVDA,AMD,MU,000660.KS",alto,Decepción de SK Hynix genera venta masiva en principales fabricantes de chips incluyendo líderes IA.,2026-07-30T22:21:23.637170+00:00,1.0
1349,0.5,SWKS,alto,Earnings beat en Q3 de Skyworks con crecimiento en AI datacenter posiciona positivamente a proveedor de semiconductores analógicos.,2026-07-30T22:21:35.530423+00:00,0.8
1350,0.55,,bajo,"Teradyne muestra fortaleza en pruebas de semiconductores, segmento crítico pero sin relación directa a fabricantes de chips.",2026-07-30T22:19:27.812659+00:00,0.6
1354,0.0,,bajo,Estrategia de cobre no afecta directamente semiconductores aunque cobre es insumo secundario en manufactura de chips.,2026-07-30T22:19:14.192384+00:00,0.1
1355,0.2,FCX,bajo,Comparativa de acciones mineras con impacto indirecto en suministro de materias primas para semiconductores.,2026-07-30T22:20:19.678323+00:00,0.2
1356,0.0,FCX,bajo,Análisis de Freeport-McMoRan (minería) no tiene relación directa con semiconductores.,2026-07-30T22:21:35.530605+00:00,0.1
1360,0.6,"MSFT,GOOGL,ORCL,TSLA",medio,Recuperación amplia del Nasdaq liderada por tech y AI beneficia a fabricantes de semiconductores y sus clientes principales.,2026-07-30T22:18:37.387772+00:00,0.8
1361,0.6,META,medio,Rally de chips compensado por caída de Meta sugiere giro relativo del mercado hacia fabricantes sobre consumidores IA.,2026-07-30T22:18:37.387973+00:00,0.75
1362,0.75,MSFT,alto,Momentum de Azure en infraestructura IA convierte a Microsoft en catalizador principal de demanda de chips avanzados.,2026-07-30T22:18:37.388002+00:00,0.88
1363,0.75,MSFT,alto,Validación de Wall Street para Microsoft mejora clima de confianza pero impacto indirecto para semiconductores.,2026-07-30T22:18:47.526871+00:00,0.7
1364,0.85,MSFT,alto,Crecimiento de Azure impulsa demanda de infraestructura y semiconductores para computación en nube.,2026-07-30T22:18:47.527093+00:00,0.8
1365,0.6,MSFT,medio,Ganancias ofrecen esperanza para sector IA pero enfoque indirecto en semiconductores.,2026-07-30T22:18:47.527103+00:00,0.75
1366,0.7,GOOGL,alto,Anuncio de recompra de acciones por Alphabet refuerza capacidad de inversión en IA y semiconductores personalizados.,2026-07-30T22:18:37.387922+00:00,0.85
1367,0.6,GOOGL,medio,Expansión de Google en robotics IA tiene implicaciones indirectas para chips especializados.,2026-07-30T22:18:47.527229+00:00,0.6
1368,-0.3,GOOGL,medio,"Google asume costos de infraestructura de IA de Anthropic, indicando presiones de capital en empresas de IA y demanda de semiconductores.",2026-07-30T22:19:01.772539+00:00,0.7
1369,0.85,"NVDA,MSFT",alto,"Noticia muy positiva sobre demanda sostenida de chips IA de NVIDIA respaldada por inversión masiva de Microsoft, impulsando el ecosistema de semiconductores.",2026-07-30T22:19:01.770352+00:00,0.95
1370,-0.3,NVDA,bajo,Crítica a alianza open source de Nvidia por ausencia de key players genera sentimiento ligeramente negativo y preocupación estratégica.,2026-07-30T22:19:14.192166+00:00,0.4
1371,0.75,NVDA,alto,Rebound de NVDA confirma tendencia positiva en semiconductores y liderazgo en IA chips.,2026-07-30T22:18:47.526975+00:00,0.9
1372,0.35,"NVDA,AMD,MSFT,META",medio,"Llamadas de analistas sobre Nvidia, AMD y Meta reflejan enfoque en líderes AI pero resultados mixtos en sector semiconductor.",2026-07-30T22:20:07.102895+00:00,0.65
1373,0.3,NVDA,medio,Nvidia y otros se oponen a restricciones de IA a China generando incertidumbre regulatoria sobre mercados clave.,2026-07-30T22:20:40.371258+00:00,0.65
1374,-0.2,NVDA,medio,"Competencia de Anthropic en IA crea presión competitiva para NVIDIA, aunque su posición de mercado dominante permanece sólida.",2026-07-30T22:21:35.530811+00:00,0.8
1375,0.5,NVDA,medio,Posibles aumentos de precios en RTX 50-Series sugieren demanda fuerte y margen de beneficio potencial para Nvidia en 2026.,2026-07-30T22:19:27.812759+00:00,0.8
1376,-0.5,NVDA,medio,Incremento de precios en tarjetas gráficas genera señal mixta: demanda fuerte pero posible elasticidad de precio limitada.,2026-07-30T22:19:53.637356+00:00,0.8
1377,0.6,NVDA,alto,"Lanzamiento de GPU RTX 5070 SUPER refuerza posición de NVIDIA en gaming y datacenter, impulsando sentimiento positivo.",2026-07-30T22:21:35.529961+00:00,0.9
1378,0.4,NVDA,medio,"Partner de Nvidia recauda capital para aceleración de diseño de chips con IA, refuerza ecosistema Nvidia.",2026-07-30T22:21:23.637265+00:00,0.7
1379,0.6,NVDA,medio,"Primer laptop convertible con RTX Spark de Nvidia genera demanda de chips AI, validación de expansión en mercados de consumo.",2026-07-30T22:21:06.627040+00:00,0.6
1380,0.4,NVDA,bajo,"GeForce NOW demuestra demanda de GPUs Nvidia pero es principalmente marketing de aplicaciones, no de demanda fundamental de chips.",2026-07-30T22:20:07.102688+00:00,0.4
1381,-0.65,NVDA,alto,Advertencias de inversores prominentes sobre Nvidia y valorización de stocks de IA generan dudas sobre sostenibilidad del rally.,2026-07-30T22:19:27.812748+00:00,0.9
1382,0.75,NVDA,alto,Nvidia respaldando trabajo IA clasificado abre mercado de defensa de alto valor.,2026-07-30T22:18:47.527190+00:00,0.9
1383,0.5,AMD,medio,"Revelación de Zen 6 de AMD genera entusiasmo sobre capacidades futuras de procesadores, mejorando perspectivas competitivas.",2026-07-30T22:20:07.102715+00:00,0.8
1384,0.5,AMD,medio,"AMD prepara Zen 6 para próxima generación de computadoras de escritorio y chips móviles, indicando innovación continua en roadmap.",2026-07-30T22:19:01.772841+00:00,0.75
1385,0.7,AMD,alto,Lanzamiento de producto estratégico de AMD en IA edge computing refuerza posicionamiento competitivo en segmento de alto crecimiento.,2026-07-30T22:18:37.387644+00:00,0.95
1386,0.1,AMD,bajo,Detalle de restricción OEM para GPU Radeon sin impacto significativo en mercado general.,2026-07-30T22:21:23.637331+00:00,0.4
1387,0.55,AMD,bajo,Lanzamiento de GPU Radeon competitiva muestra innovación continua de AMD en mercado de gráficos pero impacto limitado al core business.,2026-07-30T22:22:03.345082+00:00,0.65
1388,0.2,AMD,bajo,Noticia técnica sobre soporte de controladores GPU antigua para AMD con impacto limitado en el presente.,2026-07-30T22:21:23.636435+00:00,0.4
1389,0.1,AMD,bajo,Recordatorio de evento corporativo futuro sin contenido específico de noticias relevantes.,2026-07-30T22:21:23.636932+00:00,0.2
1390,0.4,AMD,medio,"Optimización de driver Linux para Steam Deck mejora percepción de AMD en gaming, aunque es desarrollo menor comparado con lanzamientos principales.",2026-07-30T22:21:35.530391+00:00,0.7
1391,0.1,"AMD,INTC",bajo,Análisis técnico de contacto de disipadores en placas madre tiene relevancia periférica para AMD e Intel.,2026-07-30T22:20:19.678309+00:00,0.3
1392,0.6,AMD,medio,Progreso técnico en memoria DDR5 con AMD entre primeros adoptantes señala ventaja competitiva y evolución positiva de tecnología.,2026-07-30T22:19:14.192143+00:00,0.7
1393,0.7,AMD,medio,"AMD asegura contrato importante en centro de datos de IA, indicando demanda robusta en su segmento clave.",2026-07-30T22:22:15.396463+00:00,0.75
1394,0.5,AMD,medio,Alianza estratégica entre AMD y Core Scientific en infraestructura de computación demuestra fortaleza de demanda de chips en minería y computación.,2026-07-30T22:22:03.345241+00:00,0.7
1395,0.6,AMD,medio,"AMD posiciona su roadmap de sistemas AI escalables como competidor directo de Nvidia, validando estrategia en datacenter de alto valor.",2026-07-30T22:22:03.344728+00:00,0.75
1396,0.35,"INTC,TSM,2330.TW",medio,Desarrollo de tecnología de packaging IA en TSMC refuerza posición de liderazgo frente a Intel en semiconductor avanzado.,2026-07-30T22:20:07.102732+00:00,0.85
1397,0.65,"TSM,INTC",medio,"TSMC avanza en empaque avanzado de chips imitando capacidades de Intel, indicando innovación tecnológica estratégica en cadena de manufactura.",2026-07-30T22:19:41.253218+00:00,0.9
1398,-0.2,INTC,bajo,"Intel colabora con startup de co-inversor, riesgo reputacional menor pero señal de posible pérdida de tecnología diferenciada.",2026-07-30T22:21:06.627028+00:00,0.4
1399,0.3,INTC,bajo,"Intel licencia núcleos x86 a startups, diluyendo su posición monopolística pero potenciando ecosistema x86 en el mercado.",2026-07-30T22:20:07.102380+00:00,0.7
1400,0.45,INTC,bajo,Reutilización de tecnología Atom de Intel en nuevas aplicaciones genera ingresos marginales pero muestra vitalidad de propiedad intelectual.,2026-07-30T22:19:53.637438+00:00,0.6
1401,0.0,,bajo,Artículo sobre cambios en beisbol profesional sin relación significativa con industria de semiconductores.,2026-07-30T22:20:19.678334+00:00,0.05
1402,0.55,"NVDA,AMD,INTC",alto,"Análisis comparativo de líderes de CPUs para servidores en era AI es central para el sector, con ventaja percibida para Nvidia.",2026-07-30T22:20:07.102496+00:00,0.95
1403,0.6,INTC,alto,Avance en empaquetado avanzado de Intel para semiconductores AI refuerza capacidades tecnológicas y competitividad en mercado crítico.,2026-07-30T22:21:35.530477+00:00,0.85
